Time (sec), Vehicle speed (MPH), Instant fuel economy (MPG), Fuel rate (gal/hr), Input voltage read by the scan tool (V), Engine Power (hp), Trip Distance (miles), Trip Fuel (gal), Trip Duration (min), Seconds Idling (sec), Calculated load value (%), Engine coolant temperature (°F), Intake manifold absolute pressure (inHg), Engine RPM (RPM), Intake air temperature (°F), Absolute throttle position (%), O2 voltage (Bank 1  Sensor 1) (V), O2 voltage (Bank 1  Sensor 2) (V),, Mass air flow rate (lb/min), Boost (psi), Acceleration (ft/s²), Engine Torque (lb•ft), GPS Speed (MPH)
1214.671,70.21494,119.1817,0.589142,14,8.07779,15.87083,0.4021845,20.73152,0,14.90196,194,7.677826,1845,42.8,12.54902,0,0.115,,0.8865823,-10.44272,-0.6201056,22.99483,70.08323
1215.665,69.59357,158.6423,0.4386823,14.4,6.014821,15.8877,0.4022908,20.74625,0,13.72549,194,5.90602,1864,42.8,12.15686,0,0,,0.6601599,-11.31294,-1.142188,16.9477,69.12742
1216.671,68.35083,88.12643,0.7755997,14.4,10.63433,15.90639,0.4025076,20.75959,0,32.15686,194,10.33554,1919,42.8,16.47059,0.88,0.035,,1.167177,-9.137378,-1.447612,29.10512,68.51772
1217.669,68.35083,46.81286,1.460087,14,20.01941,15.91889,0.4027512,20.77113,0,43.92157,194,18.89926,1971,42.8,18.03922,0.86,0.725,,2.197241,-4.931283,-0.9255297,53.34562,68.38501
1218.664,67.72946,40.57764,1.669132,14.1,22.88566,15.94536,0.4033993,20.79602,0,56.47059,194,22.14758,1917,42.8,22.7451,0.84,0.84,,2.511828,-3.335868,-0.6587856,62.70114,68.14201
1219.669,67.72946,36.68992,1.845996,14.1,25.31066,15.96273,0.4038855,20.80975,0,66.66666,194,23.91938,1850,42.8,22.7451,0.055,0.8,,2.777985,-2.465641,-0.6587856,71.85646,68.20449
1220.67,68.35083,34.7871,1.964833,14.1,26.94004,15.9877,0.4046232,20.83189,0,90.58823,194,26.28179,1852,42.8,24.31373,0.705,0.745,,2.956819,-1.30534,0.6467949,76.39964,68.31778
1221.666,68.35083,34.88102,1.959543,14.1,26.8675,16.00131,0.4049686,20.84388,0,74.11765,194,26.28179,1869,42.8,24.70588,0.27,0.745,,2.948858,-1.30534,-2.73E-15,75.50089,68.65807
1222.668,68.97221,34.87796,1.97753,14.1,27.11413,16.0179,0.4054596,20.8579,0,80,194,26.28179,1870,42.8,26.27451,0.565,0.745,,2.975926,-1.30534,0.5262285,76.15319,68.88749
1223.67,68.97221,34.47198,2.000819,14,27.43345,16.03129,0.4058532,20.8707,0,89.41177,194,26.57709,1871,42.8,28.23529,0.76,0.725,,3.010973,-1.160302,0.5262285,77.00887,69.13586
1224.673,69.59357,34.56076,2.013659,14.1,27.6095,16.05997,0.4066699,20.89533,0,89.01961,194,26.57709,1892,42.8,27.05882,0.47,0.705,,3.030295,-1.160302,0.5898823,76.64281,69.42715
1225.67,69.59357,35.15942,1.979372,14.1,27.13939,16.07714,0.4071578,20.90933,0,69.41177,194,25.98649,1891,42.8,24.31373,0.705,0.705,,2.978699,-1.450377,0.5898823,75.37767,69.68383
1226.665,69.59357,35.17801,1.978326,14.1,27.12505,16.09034,0.4075458,20.92304,0,63.13726,194,25.98649,1899,42.8,22.7451,0.195,0.705,,2.977124,-1.450377,-2.73E-15,75.02045,69.75867
1227.669,69.59357,36.26616,1.918967,14.1,26.31117,16.10576,0.4079767,20.93535,0,57.64706,194,25.10059,1899,42.8,22.7451,0.505,0.705,,2.887797,-1.885491,-2.73E-15,72.76949,69.67726
1228.672,69.59357,34.17938,2.036128,14.1,27.91757,16.14132,0.4090168,20.96478,0,67.05882,192.2,26.57709,1904,42.8,24.70588,0.665,0.705,,3.064108,-1.160302,-2.73E-15,77.00958,69.77442
1229.671,69.59357,34.54526,2.014562,14.1,27.62188,16.15443,0.4093767,20.97812,0,67.45098,192.2,26.28179,1903,42.8,24.70588,0.39,0.705,,3.031655,-1.30534,-2.73E-15,76.23398,69.67888
1230.669,70.21494,34.48455,2.036128,14.1,27.91757,16.1703,0.4098361,20.99075,0,71.76471,192.2,26.57709,1902,42.8,25.4902,0.135,0.705,,3.064108,-1.160302,0.5599912,77.09056,69.93242
1231.671,70.21494,34.50268,2.035058,14.1,27.9029,16.1857,0.4102965,21.00441,0,71.37255,192.2,26.57709,1910,42.8,25.09804,0.175,0.685,,3.062498,-1.160302,0.5599912,76.72733,70.14474
1232.665,70.21494,35.12065,1.99925,14.1,27.41194,16.21607,0.4111602,21.02969,0,62.7451,192.2,25.98649,1907,42.8,23.92157,0.075,0.685,,3.008612,-1.450377,-2.73E-15,75.49585,70.2027
1233.666,70.21494,40.75131,1.723011,14.1,23.62439,16.23054,0.4114997,21.03951,0,46.66667,192.2,22.44288,1896,42.8,20,0.47,0.685,,2.592908,-3.19083,-2.73E-15,65.44197,69.883
1234.674,70.21494,37.53094,1.870855,14.1,25.6515,16.24202,0.4118066,21.05632,0,50.58823,192.2,24.50998,1899,42.8,20.78431,0.745,0.685,,2.815394,-2.175566,-2.73E-15,70.94501,69.65312
1235.665,69.59357,40.56084,1.715783,14.1,23.52529,16.2623,0.4123056,21.07036,0,57.64706,192.2,22.44288,1975,42.8,20,0.035,0.685,,2.58203,-3.19083,-0.4343632,62.56074,69.51499
1236.659,69.59357,31.57853,2.203825,14.1,30.2169,16.29274,0.4131107,21.09491,0,63.52941,192.2,28.3489,1929,42.8,29.01961,0.235,0.685,,3.316472,-0.2900755,-2.73E-15,82.27193,69.32952
1237.673,68.97221,33.0504,2.086879,14.1,28.61343,16.30606,0.4135139,21.10901,0,64.70588,192.2,26.87239,1880,42.8,25.88235,0.76,0.685,,3.140483,-1.015264,-0.6552848,79.93669,69.27296
1238.671,68.97221,34.67389,1.989168,14.1,27.27371,16.32568,0.4140912,21.122,0,61.56863,192.2,26.28179,1874,42.8,24.31373,0.25,0.685,,2.993441,-1.30534,-0.6552848,76.43789,69.31419
1239.673,68.97221,34.0204,2.027378,14.1,27.7976,16.33876,0.4144836,21.13846,0,63.52941,192.2,26.87239,1874,42.8,23.52941,0.745,0.665,,3.050941,-1.015264,-2.73E-15,77.90616,69.03962
1240.672,68.97221,88.59487,0.7785124,14.1,10.67427,16.36942,0.4151343,21.16343,0,16.07843,192.2,10.33554,1856,42.8,12.94118,0.82,0.685,,1.17156,-9.137378,-2.73E-15,30.20607,68.33497
1241.671,67.72946,127.8983,0.5295572,14.1,7.260818,16.38628,0.4152574,21.17578,0,16.86275,192.2,7.087224,1835,42.8,13.33333,0.685,0.665,,0.796915,-10.73279,-1.017495,20.78182,67.39246
1242.665,67.10809,128.1752,0.5235655,14.1,7.178665,16.3983,0.4153593,21.19047,0,24.31373,192.2,7.087224,1813,42.8,22.35294,0.49,0.665,,0.7878982,-10.73279,-1.724167,20.79601,66.63406
1243.673,66.48672,38.55879,1.724295,14.1,23.642,16.41423,0.4157741,21.20315,0,49.01961,192.2,23.62408,1874,42.8,23.92157,0.705,0.665,,2.59484,-2.610679,-1.234777,66.25957,66.43207
1244.671,66.48672,32.08918,2.071935,14.1,28.40854,16.42868,0.4162051,21.2211,0,51.76471,194,27.46299,1813,42.8,21.96078,0.76,0.665,,3.117994,-0.7251887,-0.5281047,82.29722,66.18606
1245.671,66.48672,34.65959,1.918278,14.1,26.30172,16.45094,0.4168344,21.23588,0,49.41177,194,26.28179,1802,42.8,22.7451,0.095,0.665,,2.88676,-1.30534,-2.82E-15,76.65905,65.79973
1246.671,65.86535,33.84237,1.946239,14.1,26.6851,16.48091,0.4177478,21.26148,0,49.80392,194,26.87239,1788,42.8,21.56863,0.075,0.665,,2.928838,-1.015264,-0.5587857,78.38545,65.61026
1247.664,65.86535,35.61611,1.849313,14,25.35614,16.49352,0.4180945,21.27555,0,45.4902,194,25.69119,1792,42.8,20.78431,0.745,0.665,,2.782977,-1.595415,-2.82E-15,74.31546,65.38433
1248.67,65.24397,35.20136,1.85345,14,25.41286,16.51129,0.4185991,21.29035,0,39.21569,194,25.69119,1776,42.8,18.43137,0.725,0.665,,2.789202,-1.595415,-0.4649556,75.15273,65.26525
1249.666,65.24397,33.33961,1.956951,14.1,26.83197,16.53915,0.4193882,21.31555,0,53.72549,194,27.46299,1786,42.8,23.13725,0.095,0.645,,2.944957,-0.7251887,-2.82E-15,78.90512,64.98431
1250.667,65.24397,34.1423,1.910943,14.1,26.20115,16.55156,0.4197718,21.32888,0,47.84314,194,26.57709,1765,42.8,21.96078,0.745,0.665,,2.875721,-1.160302,-2.82E-15,77.96679,65.12141
1251.666,65.24397,34.16887,1.909457,14.1,26.18077,16.56956,0.4202773,21.34213,0,50.98039,194,26.87239,1769,42.8,22.35294,0.075,0.645,,2.873485,-1.015264,-2.82E-15,77.73,65.14175
1252.664,65.24397,34.09161,1.913784,14.1,26.2401,16.58153,0.4206465,21.35647,0,50.98039,194,26.87239,1773,42.8,22.35294,0.095,0.665,,2.879997,-1.015264,-2.82E-15,77.7304,65.12807
1253.666,65.24397,35.17429,1.854877,14.1,25.43242,16.59663,0.4210677,21.36807,0,44.31372,194,25.98649,1778,42.8,19.21569,0.43,0.645,,2.791349,-1.450377,-2.82E-15,75.12597,65.02197
1254.667,65.24397,35.65904,1.829662,14.1,25.08669,16.62768,0.4219635,21.3982,0,44.70588,194,25.69119,1761,42.8,21.96078,0.035,0.645,,2.753404,-1.595415,-2.82E-15,74.82008,64.83942
1255.669,65.24397,33.51,1.947,14.1,26.69554,16.64171,0.4223486,21.41015,0,50.98039,194,27.46299,1766,42.8,22.7451,0.745,0.645,,2.929983,-0.7251887,-2.82E-15,79.39297,64.97713
1256.665,65.24397,34.14952,1.910538,14.1,26.1956,16.65482,0.4227522,21.42309,0,51.37255,194,26.87239,1768,42.8,21.17647,0.195,0.645,,2.875113,-1.015264,-2.82E-15,77.81803,65.09285
1257.686,65.24397,36.51872,1.78659,14,24.49613,16.66891,0.423133,21.43569,0,43.92157,194,25.10059,1782,42.8,20.39216,0.31,0.645,,2.688586,-1.885491,-2.82E-15,72.19779,65.1767
1258.775,65.24397,37.23022,1.752446,14.1,24.02799,16.69768,0.4239578,21.4651,0,34.5098,194,24.50998,1763,42.8,14.90196,0.685,0.645,,2.637205,-2.175566,-2.82E-15,71.58123,65.1911
1259.673,65.24397,42.06614,1.550985,14.1,21.26573,16.71432,0.4243455,21.47911,0,37.2549,194,21.85227,1768,42.8,16.47059,0.095,0.645,,2.334032,-3.480906,-2.82E-15,63.1731,65.30088
1260.67,65.24397,41.38788,1.576403,14,21.61423,16.72965,0.4247042,21.49418,0,33.72549,190.4,22.14758,1769,42.8,15.68627,0.78,0.645,,2.372282,-3.335868,-2.82E-15,64.17208,65.07619
1261.674,65.24397,106.9771,0.6098872,14,8.362231,16.74894,0.4248793,21.50961,0,14.90196,190.4,8.563729,1746,42.8,12.15686,0,0.625,,0.9178012,-10.0076,-2.82E-15,25.15429,64.82453
1262.671,64.6226,163.8562,0.3943861,14.2,5.407471,16.76277,0.4249708,21.52189,0,13.72549,190.4,5.610719,1752,42.8,12.15686,0.78,0.055,,0.5934999,-11.45798,-0.5915011,16.21041,64.41521
1263.669,64.6226,155.1303,0.4165698,14.2,5.711635,16.77662,0.4250522,21.53452,0,14.5098,190.4,5.90602,1730,42.8,12.15686,0.88,0.095,,0.6268836,-11.31294,-0.5915011,17.33997,64.14063
1264.666,64.00124,51.34036,1.246607,14.1,17.09236,16.80787,0.425495,21.56306,0,45.88235,190.4,18.01336,1835,42.8,18.82353,0.86,0.9,,1.875981,-5.366396,-0.6378035,48.92153,64.30165
1265.666,64.6226,37.49709,1.723403,14,23.62977,16.82014,0.4258113,21.57507,0,52.54902,190.4,23.32878,1848,42.8,21.56863,0.86,0.88,,2.593498,-2.755717,0.6665945,67.15705,64.61745
1266.673,64.6226,39.21909,1.647733,14,22.59225,16.83277,0.4261638,21.58664,0,54.5098,190.4,22.14758,1815,42.8,18.43137,0.035,0.82,,2.479625,-3.335868,0.6665945,65.3758,64.97373
1267.675,65.24397,35.57859,1.833799,14.1,25.14342,16.86394,0.4269453,21.61536,0,58.82353,190.4,25.69119,1784,42.8,25.09804,0.075,0.745,,2.759629,-1.595415,0.5899439,74.02247,65.48962
1268.672,65.86535,33.75597,1.951221,14.1,26.7534,16.87673,0.4273043,21.62558,0,63.92157,190.4,27.16769,1796,42.8,24.31373,0.665,0.745,,2.936334,-0.8702264,0.6518742,78.23602,65.73577
1269.673,66.48672,35.95211,1.849313,14.1,25.35614,16.89854,0.4279442,21.64873,0,73.72549,190.4,25.69119,1825,42.8,24.31373,0.115,0.725,,2.782977,-1.595415,0.7752151,72.97167,66.12145
1270.672,66.48672,34.82296,1.909278,14.1,26.17833,16.91595,0.4284445,21.66278,0,73.33334,190.4,25.98649,1817,42.8,24.31373,0.41,0.725,,2.873216,-1.450377,0.7752151,75.66953,66.55738
1271.67,67.10809,35.30316,1.900909,14.1,26.06357,16.92929,0.428804,21.67292,0,72.54902,190.4,25.98649,1826,42.8,23.92157,0.725,0.705,,2.860621,-1.450377,0.6368423,74.9665,66.98875
1272.671,67.10809,35.28374,1.901955,14.1,26.07792,16.95274,0.4294835,21.69538,0,72.54902,190.4,25.98649,1836,42.8,24.31373,0.43,0.705,,2.862196,-1.450377,-2.73E-15,74.59922,67.30241
1273.673,67.72946,35.26132,1.920786,14.1,26.33611,16.96821,0.4299078,21.70801,0,72.54902,190.4,25.98649,1834,42.8,24.31373,0.685,0.705,,2.890534,-1.450377,0.5542122,75.41998,67.38251
1274.672,67.72946,34.00625,1.991677,14.1,27.3081,16.99306,0.4306639,21.73016,0,89.01961,190.4,26.87239,1843,42.8,27.45098,0.745,0.705,,2.997216,-1.015264,-2.73E-15,77.82162,67.77953
1275.669,67.72946,33.96935,1.993841,14.1,27.33777,17.0062,0.4310334,21.74592,0,90.98039,192.2,26.87239,1860,42.8,27.05882,0.76,0.705,,3.000472,-1.015264,-2.73E-15,77.19411,68.16009
1276.671,68.35083,34.34509,1.990119,14.1,27.28675,17.02562,0.431582,21.75924,0,88.62745,192.2,26.57709,1867,42.8,26.66667,0.195,0.685,,2.994872,-1.160302,0.4454401,76.76116,68.51394
1277.672,68.97221,34.91533,1.975414,14.1,27.08511,17.03858,0.4319848,21.77394,0,81.17647,192.2,26.28179,1861,42.8,23.52941,0.095,0.685,,2.972741,-1.30534,1.119197,76.43959,68.80085
1278.669,68.97221,36.51928,1.888652,14.1,25.89552,17.0693,0.4328185,21.79849,0,61.96078,192.2,25.10059,1871,42.8,23.13725,0.745,0.665,,2.842176,-1.885491,-2.73E-15,72.6917,68.82696
1279.671,68.97221,35.2366,1.957403,14.1,26.83816,17.08648,0.4332912,21.81256,0,61.17647,192.2,25.98649,1876,42.8,23.13725,0.76,0.665,,2.945637,-1.450377,-2.73E-15,75.13703,68.85326
1280.671,68.97221,37.25971,1.85112,14.1,25.38091,17.09955,0.4336542,21.82485,0,52.94118,192.2,24.50998,1856,42.8,21.56863,0.76,0.665,,2.785696,-2.175566,-2.73E-15,71.82298,68.64933
1281.666,68.35083,37.32193,1.831385,14.1,25.11033,17.11361,0.4340392,21.83849,0,50.19608,192.2,24.50998,1855,42.8,20.78431,0.645,0.665,,2.755998,-2.175566,-0.6153051,71.09557,68.33189
1282.666,68.35083,34.05923,2.006823,14,27.51577,17.12928,0.4344965,21.85393,0,75.68627,192.2,26.87239,1970,42.8,25.4902,0.115,0.645,,3.020008,-1.015264,-0.6153051,73.35834,68.44836
1283.671,68.35083,34.07033,2.006169,14,27.5068,17.16279,0.4354901,21.8813,0,81.56863,192.2,26.57709,1869,42.8,26.66667,0.47,0.665,,3.019024,-1.160302,-2.73E-15,77.2974,68.68092
1284.667,68.97221,34.49043,1.999749,14,27.41878,17.17932,0.4359696,21.89393,0,81.96078,192.2,26.57709,1877,42.8,25.88235,0.78,0.665,,3.009363,-1.160302,0.5282744,76.72166,68.97119
1285.673,68.97221,34.34343,2.008309,14.1,27.53614,17.19293,0.4364043,21.90825,0,81.17647,192.2,26.57709,1885,42.8,25.88235,0.725,0.665,,3.022244,-1.160302,0.5282744,76.72305,69.22421
1286.666,69.59357,34.50576,2.016868,14.1,27.65351,17.21264,0.4369569,21.92507,0,84.70588,192.2,26.57709,1883,42.8,27.45098,0.115,0.645,,3.035125,-1.160302,0.4469437,77.13189,69.47771
1287.666,69.59357,34.16282,2.037114,14.1,27.9311,17.22885,0.4374433,21.93768,0,89.80392,192.2,26.87239,1883,42.8,27.05882,0.625,0.665,,3.065593,-1.015264,0.4469437,77.90616,69.86452
1288.673,70.21494,36.24084,1.937454,14,26.56464,17.25899,0.4382615,21.96306,0,57.64706,192.2,25.39589,1900,42.8,21.56863,0.78,0.665,,2.915617,-1.740453,0.5480512,73.43185,70.08642
1289.669,69.59357,37.57318,1.852214,14,25.39591,17.27658,0.4387493,21.97971,0,49.80392,192.2,24.21468,1890,42.8,20,0.725,0.665,,2.787342,-2.320604,0.04729504,70.57259,69.82056
1290.67,69.59357,36.01515,1.932342,14.1,26.49455,17.29231,0.4391904,21.99269,0,52.15686,192.2,25.39589,1927,42.8,21.17647,0.47,0.665,,2.907924,-1.740453,-0.5007562,72.21193,69.54971
1291.673,69.59357,54.247,1.282902,14.1,17.59001,17.30787,0.4394744,22.00498,0,34.11765,192.2,16.53686,1881,42.8,16.47059,0.27,0.645,,1.930601,-6.091585,-2.73E-15,49.11469,69.12997
1292.67,68.97221,48.19274,1.431174,14,19.62299,17.32268,0.4397945,22.0232,0,36.47059,195.8,18.89926,1921,42.8,18.03922,0.565,0.645,,2.153732,-4.931283,-0.5895731,53.65026,68.69126
1293.669,68.35083,36.49883,1.872686,14,25.6766,17.34562,0.4403894,22.03725,0,39.21569,195.8,24.21468,1852,42.8,18.43137,0.195,0.645,,2.818149,-2.320604,-0.9667317,72.81664,68.37698
1294.674,68.35083,33.81663,2.021219,14.1,27.71317,17.37419,0.4412353,22.06386,0,48.62745,195.8,27.16769,1851,42.8,21.96078,0.76,0.645,,3.041673,-0.8702264,-2.69E-15,78.63462,68.11655
1295.668,68.35083,33.81663,2.021219,14.1,27.71317,17.37419,0.4412353,22.06386,0,48.62745,195.8,27.16769,1851,42.8,21.96078,0.76,0.645,,3.041673,-0.8702264,-2.69E-15,78.63462,67.98263
1296.664,67.72946,34.19834,1.98049,14.1,27.15472,17.38843,0.4416815,22.08699,0,44.31372,195.8,26.57709,1837,42.8,20.39216,0.055,0.645,,2.980381,-1.160302,-0.6019776,77.63726,67.67643
1297.672,67.10809,32.90489,2.039456,14.1,27.96321,17.43078,0.4427738,22.11475,0,51.37255,195.8,27.75829,1831,42.8,23.13725,0.055,0.645,,3.069118,-0.580151,-0.303898,80.21079,67.28855
1298.666,67.10809,33.51004,2.002626,14.1,27.45823,17.44546,0.4432229,22.12843,0,49.41177,195.8,27.16769,1817,42.8,22.7451,0.075,0.645,,3.013693,-0.8702264,-2.64E-15,79.36914,66.7867
1299.668,66.48672,33.09583,2.008915,14,27.54446,17.45999,0.4436658,22.14386,0,64.70588,195.8,27.46299,1809,42.8,24.70588,0.41,0.625,,3.023157,-0.7251887,-0.5788766,79.97048,66.86452
1300.675,66.48672,35.13095,1.892539,14,25.94882,17.48025,0.4442248,22.15613,0,65.09804,195.8,25.98649,1797,42.8,23.13725,0.705,0.625,,2.848027,-1.450377,-0.5788766,75.84092,66.67469
1301.671,66.48672,34.87116,1.906639,14.1,26.14214,17.50777,0.4450242,22.18136,0,54.90196,195.8,26.28179,1804,42.8,22.35294,0.76,0.625,,2.869245,-1.30534,-2.64E-15,76.10947,66.75826
1302.668,66.48672,34.44547,1.930202,14,26.46521,17.51998,0.4453626,22.19476,0,56.47059,195.8,26.57709,1811,42.8,23.92157,0.095,0.625,,2.904704,-1.160302,-2.64E-15,76.75223,66.78281
1303.664,66.48672,33.56641,1.980751,14,27.1583,17.53699,0.445882,22.2095,0,69.01961,195.8,27.16769,1821,42.8,23.92157,0.055,0.625,,2.980774,-0.8702264,-2.64E-15,78.32975,66.82765
1304.672,66.48672,34.65959,1.918278,14.1,26.30172,17.56354,0.4466337,22.2324,0,74.90196,195.8,26.28179,1821,42.8,25.09804,0.725,0.645,,2.88676,-1.30534,-2.64E-15,75.85921,66.89418
1305.669,66.48672,34.65959,1.918278,14.1,26.30172,17.56354,0.4466337,22.2324,0,74.90196,195.8,26.28179,1821,42.8,25.09804,0.725,0.645,,2.88676,-1.30534,-2.64E-15,75.85921,67.10429
1306.674,67.10809,34.82982,1.926742,14.1,26.41778,17.59681,0.4476055,22.26354,0,78.82353,195.8,26.28179,1829,42.8,25.4902,0.745,0.665,,2.899498,-1.30534,0.404793,75.86066,67.27913
1307.671,67.10809,34.67747,1.935207,14.1,26.53384,17.61072,0.4479932,22.27586,0,79.21568,195.8,26.28179,1827,42.8,25.09804,0.175,0.645,,2.912235,-1.30534,0.404793,76.27734,67.43992
1308.671,67.72946,35.43502,1.911371,14.1,26.20702,17.62618,0.4484432,22.28986,0,74.11765,195.8,25.98649,1829,42.8,24.31373,0.095,0.645,,2.876365,-1.450377,0.5545874,75.25545,67.7328
1309.67,67.72946,35.80313,1.891719,14.1,25.93757,17.64025,0.4488654,22.30838,0,63.52941,192.2,25.69119,1833,42.8,23.13725,0.725,0.645,,2.846792,-1.595415,0.5545874,74.31918,67.65711
1310.673,67.72946,35.31903,1.917648,14.1,26.29308,17.66415,0.4494926,22.32133,0,63.52941,192.2,25.98649,1842,42.8,23.13725,0.095,0.665,,2.885811,-1.450377,-2.64E-15,74.96973,67.72699
1311.669,67.72946,35.08931,1.930202,14.1,26.46521,17.69253,0.4503208,22.34623,0,57.2549,192.2,25.98649,1834,42.8,23.52941,0.78,0.665,,2.904704,-1.450377,-2.64E-15,75.78969,67.57657
1312.665,67.10809,34.19868,1.962301,14.1,26.90532,17.70379,0.4506489,22.35918,0,55.29412,192.2,26.57709,1826,42.8,22.35294,0.76,0.685,,2.953008,-1.160302,-0.7541286,77.38762,67.47498
1313.671,67.10809,34.73445,1.932033,14.1,26.49031,17.7206,0.4511159,22.37258,0,55.68628,192.2,26.28179,1834,42.8,22.7451,0.705,0.685,,2.907459,-1.30534,-0.7541286,75.86158,67.31646
1314.67,67.10809,43.21569,1.552864,14.1,21.29149,17.74579,0.4517678,22.39508,0,55.29412,192.2,20.67107,1832,42.8,20.39216,0.35,0.725,,2.336859,-4.061057,-2.64E-15,61.04001,67.12466
1315.674,67.10809,35.41656,1.894822,14,25.98011,17.75813,0.4521309,22.40943,0,65.88235,192.2,25.69119,1835,42.8,24.31373,0.155,0.725,,2.851461,-1.595415,-2.64E-15,74.35995,66.80623
1316.668,66.48672,34.24405,1.941555,14,26.62088,17.77684,0.4526793,22.42317,0,66.66666,192.2,26.28179,1806,42.8,23.52941,0.525,0.745,,2.921789,-1.30534,-0.4497282,77.41743,66.58093
1317.667,66.48672,35.18931,1.889401,14,25.90578,17.79003,0.4530365,22.43654,0,88.62745,192.2,25.98649,1819,42.8,23.92157,0.78,0.745,,2.843303,-1.450377,-0.4497282,74.7994,66.55521
1318.673,66.48672,34.65959,1.918278,14.1,26.30172,17.81859,0.4538919,22.46249,0,80.39216,192.2,26.28179,1811,42.8,25.4902,0.25,0.725,,2.88676,-1.30534,-2.64E-15,76.27808,66.60117
1319.672,66.48672,34.69786,1.916162,14.1,26.27271,17.8357,0.4543714,22.47548,0,80,192.2,26.28179,1817,42.8,25.09804,0.705,0.725,,2.883575,-1.30534,-2.64E-15,75.94234,66.74533
1320.673,66.48672,34.58329,1.92251,14,26.35975,17.86044,0.4550892,22.49861,0,81.17647,192.2,26.28179,1809,42.8,25.09804,0.31,0.725,,2.893129,-1.30534,-2.64E-15,76.53089,66.80307
1321.671,66.48672,34.73623,1.914046,14,26.24369,17.87326,0.4554401,22.51228,0,80.39216,192.2,26.28179,1817,42.8,25.09804,0.175,0.725,,2.88039,-1.30534,-2.64E-15,75.85847,66.79849
1322.67,66.48672,34.58329,1.92251,14,26.35975,17.89018,0.4559299,22.52493,0,80.39216,192.2,26.28179,1816,42.8,25.09804,0.745,0.725,,2.893129,-1.30534,-2.64E-15,76.23589,66.75777
1323.674,66.48672,34.60233,1.921452,14,26.34524,17.90159,0.4562949,22.53725,0,80,192.2,26.28179,1820,42.8,25.09804,0.76,0.725,,2.891536,-1.30534,-2.64E-15,76.02648,66.66141
1324.673,66.48672,36.68219,1.812507,14.1,24.85148,17.92938,0.4570506,22.56524,0,49.01961,192.2,24.80528,1796,42.8,16.47059,0.095,0.705,,2.727588,-2.030528,-2.64E-15,72.67416,66.4107
1325.67,65.86535,42.25753,1.558665,14.1,21.37103,17.9494,0.4575096,22.57799,0,44.70588,192.2,21.55697,1846,42.8,18.03922,0.745,0.705,,2.345589,-3.625943,-0.416481,60.80341,65.64469
1326.67,65.24397,44.37212,1.470382,14,20.16057,17.96078,0.4577892,22.59022,0,27.45098,192.2,19.78517,1862,42.8,12.15686,0.075,0.705,,2.212734,-4.49617,-1.141859,56.8666,64.95181
1327.672,64.6226,126.9268,0.509133,14,6.980779,17.97483,0.4578914,22.60254,0,14.90196,192.2,6.791923,1700,42.8,12.54902,0,0.195,,0.7661791,-10.87783,-1.307569,21.56696,63.2981
1328.671,61.51575,151.8319,0.4051569,14.4,5.555152,18.0024,0.4580749,22.6288,0,13.33333,192.2,5.90602,1659,42.8,12.15686,0,0,,0.6097087,-11.31294,-2.83682,17.58667,61.41364
1329.686,60.89438,162.5001,0.3747345,14.2,5.138026,18.01377,0.4581543,22.64251,0,15.29412,192.2,5.610719,1646,42.8,13.33333,0.725,0,,0.5639269,-11.45798,-2.184283,16.39459,60.14553
1330.777,59.65163,84.67717,0.7044595,14.2,9.658922,18.02679,0.4582968,22.6544,0,25.4902,192.2,10.63084,1676,42.8,14.5098,0.9,0.035,,1.06012,-8.99234,-1.837709,30.26835,59.22
1331.666,58.40889,58.13834,1.004654,14.1,13.77492,18.05288,0.4587125,22.68003,0,31.37255,192.2,15.06035,1591,42.8,14.90196,0.86,0.88,,1.511874,-6.816774,-1.153118,45.47293,58.52868
1332.673,58.40889,55.14385,1.05921,14.1,14.52294,18.06509,0.4589351,22.69443,0,35.29412,192.2,16.53686,1574,42.8,15.29412,0.82,0.88,,1.593973,-6.091585,-0.5127922,48.46005,57.73106
1333.668,57.78752,54.17897,1.066604,14.1,14.62433,18.07766,0.4591657,22.70533,0,36.07843,192.2,16.83216,1554,42.8,15.68627,0.8,0.86,,1.605101,-5.946547,-0.582154,49.4264,57.12578
1334.67,57.16615,46.18378,1.237797,14,16.97157,18.08919,0.4594152,22.71972,0,37.2549,192.2,19.78517,1635,42.8,13.72549,0.86,0.84,,1.862724,-4.49617,-1.209813,54.51782,56.41228
1335.671,55.30204,149.8731,0.3689924,14.4,5.059296,18.11561,0.4596216,22.74605,0,14.5098,192.2,6.201321,1485,42.8,12.15686,0.8,0.82,,0.5552858,-11.16791,-1.55586,17.8936,54.97575
1336.673,54.68066,140.7865,0.3883943,14.4,5.325317,18.12606,0.4596916,22.75874,0,14.5098,192.2,6.496622,1476,42.8,12.15686,0.86,0.8,,0.5844831,-11.02287,-1.280293,18.9493,54.0013
1337.671,54.05929,162.1462,0.3333985,14.4,4.571264,18.13724,0.4597608,22.77242,0,14.90196,192.2,5.610719,1455,42.8,11.76471,0.86,0.78,,0.5017216,-11.45798,-1.274189,16.50089,52.90436
1338.671,52.81655,169.6332,0.3113574,14.4,4.269056,18.1515,0.4598525,22.79065,0,15.68627,192.2,5.315418,1397,42.8,11.76471,0.055,0.76,,0.4685525,-11.60302,-1.54964,16.0498,51.91443
