Time (sec), Vehicle speed (MPH), Instant fuel economy (MPG), Fuel rate (gal/hr), Input voltage read by the scan tool (V), Engine Power (hp), Trip Distance (miles), Trip Fuel (gal), Trip Duration (min), Seconds Idling (sec), Calculated load value (%), Engine coolant temperature (°F), Intake manifold absolute pressure (inHg), Engine RPM (RPM), Intake air temperature (°F), Absolute throttle position (%), O2 voltage (Bank 1  Sensor 1) (V), O2 voltage (Bank 1  Sensor 2) (V),, Mass air flow rate (lb/min), Boost (psi), Acceleration (ft/s²), Engine Torque (lb•ft), GPS Speed (MPH)
2215.669,68.97221,33.03265,2.088001,14.2,28.62881,31.04345,0.7817245,37.40428,71.27717,56.47059,192.2,27.46299,1872,39.2,19.60784,0.095,0.745,,3.142171,-0.7251887,-1.46E-15,80.32145,69.55301
2216.671,68.97221,34.96545,1.972582,14.1,27.04628,31.05799,0.7821766,37.41903,71.27717,58.82353,192.2,25.98649,1882,39.2,25.88235,0.725,0.725,,2.96848,-1.450377,-1.46E-15,75.47829,69.54945
2217.665,69.59357,34.27672,2.030345,14.2,27.83829,31.09169,0.7831072,37.44543,71.27717,72.15686,192.2,26.57709,1902,39.2,23.92157,0.095,0.705,,3.055406,-1.160302,0.6817477,76.87163,69.80162
2218.668,69.59357,35.53152,1.958644,14.2,26.85518,31.10609,0.7835141,37.45982,71.27717,70.98039,192.2,25.39589,1902,39.2,22.35294,0.075,0.705,,2.947505,-1.740453,0.6817477,74.15691,70.04681
2219.669,70.21494,38.06165,1.844769,14.2,25.29383,31.12345,0.783969,37.47941,71.27717,54.11765,192.2,23.91938,1892,39.2,23.13725,0.685,0.705,,2.776138,-2.465641,0.5121391,70.21462,70.03353
2220.67,70.21494,34.82346,2.016311,14.2,27.64587,31.14825,0.7847006,37.49414,71.27717,55.68628,192.2,26.28179,1899,39.2,20,0.195,0.705,,3.034287,-1.30534,0.5121391,76.46089,70.11678
2221.67,70.21494,34.6951,2.023771,14.1,27.74815,31.16449,0.7851496,37.50782,71.27717,61.17647,192.2,26.28179,1909,39.2,22.7451,0.76,0.705,,3.045513,-1.30534,-1.46E-15,76.34177,70.05524
2222.669,70.21494,35.30677,1.988711,14.1,27.26744,31.17871,0.785583,37.52146,71.27717,49.01961,192.2,25.69119,1943,39.2,20.39216,0.8,0.705,,2.992752,-1.595415,-1.46E-15,73.70646,69.87122
2223.669,70.21494,40.78295,1.721674,14.1,23.60607,31.1953,0.7859798,37.53687,71.27717,48.62745,192.2,21.85227,1987,39.2,20.78431,0.135,0.685,,2.590897,-3.480906,-1.46E-15,62.39644,69.85677
2224.672,70.21494,34.9407,2.009546,14.2,27.55311,31.23032,0.7870451,37.56452,71.27717,74.90196,192.2,25.69119,1972,39.2,24.31373,0.8,0.685,,3.024106,-1.595415,0.1372469,73.38338,69.99502
2225.672,70.21494,33.79042,2.077955,14.2,28.49106,31.24451,0.7874705,37.57682,71.27717,74.11765,192.2,25.98649,1922,39.2,24.70588,0.175,0.685,,3.127052,-1.450377,0.5828137,77.85551,70.29866
2226.669,70.21494,35.06796,2.002254,14.2,27.45312,31.25948,0.7878736,37.59053,71.27717,72.94118,192.2,25.69119,1924,39.2,23.13725,0.075,0.685,,3.013132,-1.595415,-1.46E-15,74.94122,70.51527
2227.672,70.83632,35.75246,1.981299,14.2,27.16581,31.27774,0.7883829,37.60494,71.27717,54.90196,192.2,25.39589,1918,39.2,21.56863,0.745,0.665,,2.981598,-1.740453,0.4910556,74.38889,70.60777
2228.673,70.83632,53.03984,1.33553,14.2,18.3116,31.30783,0.7890965,37.62843,71.27717,32.94118,192.2,17.12746,1919,39.2,17.2549,0.075,0.665,,2.0098,-5.801509,-1.46E-15,50.11705,70.36689
2229.67,70.21494,48.50289,1.447645,14.1,19.84882,31.32021,0.7893789,37.64394,71.27717,41.17647,192.2,18.60396,2036,39.2,16.86275,0.095,0.665,,2.178518,-5.076321,-0.7176188,51.20247,70.08817
2230.664,70.21494,38.40114,1.82846,14.1,25.07022,31.34031,0.7898699,37.65832,71.27717,39.60784,192.2,22.14758,1964,39.2,17.2549,0.565,0.665,,2.751595,-3.335868,-0.7176188,67.04258,70.09238
2231.669,70.21494,38.27781,1.834351,14.2,25.151,31.35504,0.7902646,37.67197,71.27717,36.47059,192.2,23.03348,1931,39.2,16.86275,0.625,0.665,,2.760461,-2.900755,-1.46E-15,68.40801,69.82509
2232.668,69.59357,62.55878,1.112451,14.1,15.25294,31.38379,0.790834,37.69787,71.27717,37.64706,192.2,14.46975,1889,39.2,20,0.39,0.665,,1.674094,-7.106849,-0.5571918,42.40876,69.52687
2233.665,69.59357,33.81033,2.058353,14.1,28.2223,31.4042,0.7914188,37.71397,71.27717,47.05882,192.2,26.87239,1887,39.2,22.35294,0.115,0.685,,3.097554,-1.015264,-1.46E-15,78.55152,69.58704
2234.672,69.59357,48.8889,1.423505,14.2,19.51783,31.41978,0.7917727,37.72798,71.27717,30.19608,192.2,18.60396,1873,39.2,15.29412,0.84,0.685,,2.14219,-5.076321,-1.46E-15,54.7303,69.48979
2235.671,68.97221,51.25528,1.34566,14.2,18.4505,31.43496,0.7920389,37.73852,71.27717,34.90196,192.2,17.71806,1876,39.2,16.07843,0.055,0.685,,2.025044,-5.511434,-0.575168,51.65464,69.28242
2236.673,68.97221,45.82685,1.505061,14.2,20.63606,31.44779,0.792352,37.75712,71.27717,33.33333,192.2,19.78517,1873,39.2,16.07843,0.095,0.685,,2.264922,-4.49617,-0.575168,57.86594,69.17008
2237.671,68.97221,90.45049,0.7625409,14.2,10.45528,31.47151,0.7926033,37.77076,71.27717,23.52941,192.2,10.04023,1869,39.2,14.90196,0.705,0.705,,1.147525,-9.282415,-1.46E-15,29.38059,68.86399
2238.671,68.97221,45.99849,1.499445,14.1,20.55906,31.48678,0.7929339,37.78694,71.27717,37.2549,192.2,19.78517,1893,39.2,14.5098,0.035,0.705,,2.25647,-4.49617,-1.46E-15,57.04094,68.78723
2239.67,68.35083,43.24736,1.580462,14.2,21.6699,31.52076,0.7935992,37.81571,71.27717,37.2549,192.2,20.96637,1864,39.2,14.90196,0.035,0.725,,2.378391,-3.916019,-0.5045462,61.05834,68.5497
2240.67,68.35083,60.04561,1.138315,14.2,15.60757,31.53883,0.7938818,37.82867,71.27717,27.05882,192.2,15.06035,1853,39.2,18.82353,0.8,0.725,,1.713017,-6.816774,-0.5045462,44.23783,68.35176
2241.671,68.35083,38.50631,1.775055,14.1,24.33798,31.55045,0.7942019,37.842,71.27717,50.58823,192.2,23.62408,1916,39.2,23.92157,0.195,0.745,,2.671228,-2.610679,-1.46E-15,66.71494,68.37874
2242.671,68.35083,33.10239,2.064831,14.1,28.31112,31.56589,0.7946473,37.85288,71.27717,47.45098,192.2,26.57709,1847,39.2,21.96078,0.705,0.745,,3.107303,-1.160302,-1.46E-15,80.50526,68.62123
2243.669,68.97221,33.06925,2.08569,14.2,28.59712,31.59702,0.7956043,37.87987,71.27717,57.64706,192.2,27.75829,1874,39.2,24.31373,0.25,0.745,,3.138693,-0.580151,0.472069,80.14692,68.85972
2244.674,68.97221,33.40952,2.064448,14.2,28.30587,31.61064,0.795992,37.89217,71.27717,67.45098,192.2,27.16769,1888,39.2,23.52941,0.195,0.725,,3.106726,-0.8702264,0.472069,78.74239,69.38629
2245.666,69.59357,35.38355,1.966834,14.2,26.96748,31.62385,0.7963846,37.90335,71.27717,64.31373,192.2,25.69119,1883,39.2,23.52941,0.685,0.705,,2.95983,-1.595415,0.6667177,75.2184,69.86405
2246.669,70.21494,34.47298,2.036811,14.2,27.92694,31.65477,0.7972419,37.93071,71.27717,46.66667,192.2,26.57709,1904,39.2,21.17647,0.725,0.705,,3.065137,-1.160302,0.5008232,77.03543,70.31564
2247.668,70.21494,34.99722,2.006301,14.1,27.50861,31.66889,0.7976467,37.94365,71.27717,46.27451,192.2,25.98649,1912,39.2,22.35294,0.745,0.685,,3.019223,-1.450377,0.5008232,75.564,70.48629
2248.671,70.21494,40.89159,1.7171,14.1,23.54335,31.68419,0.798047,37.95704,71.27717,33.72549,192.2,22.14758,1903,39.2,16.47059,0.78,0.685,,2.584013,-3.335868,-1.46E-15,64.97758,70.68924
2249.67,70.21494,49.69957,1.412788,14.2,19.37089,31.69984,0.7983446,37.97276,71.27717,26.27451,192.2,18.30866,1909,39.2,12.94118,0.8,0.685,,2.126062,-5.221359,-1.46E-15,53.29393,70.40574
2250.671,70.21494,102.3896,0.6857623,14.2,9.402563,31.72096,0.7985717,37.99515,71.27717,21.17647,192.2,8.85903,1911,39.2,14.5098,0.8,0.665,,1.031983,-9.862566,-1.46E-15,25.84162,70.03781
2251.672,69.59357,41.66191,1.670437,14.2,22.90354,31.74482,0.7990879,38.00714,71.27717,41.17647,192.2,21.55697,1918,39.2,19.21569,0.035,0.665,,2.513791,-3.625943,-0.3691267,62.71741,69.80335
2252.686,69.59357,36.9539,1.883254,14.2,25.8215,31.75771,0.79944,38.01801,71.27717,32.94118,192.2,24.21468,1899,39.2,14.11765,0.685,0.645,,2.834053,-2.320604,-0.3691267,71.4152,69.87859
2253.774,69.59357,75.04243,0.9273897,14.1,12.71554,31.79186,0.7999355,38.0471,71.27717,24.70588,192.2,12.10734,1892,39.2,14.5098,0.745,0.645,,1.395601,-8.267151,-1.46E-15,35.29782,69.82494
2254.666,69.59357,83.02327,0.8382418,14.1,11.49323,31.80433,0.8000913,38.05975,71.27717,15.68627,192.2,10.92614,1881,39.2,12.54902,0.47,0.665,,1.261445,-8.847302,-1.46E-15,32.09129,69.63158
2255.671,69.59357,81.31119,0.8558918,14.1,11.73523,31.82017,0.8002888,38.07347,71.27717,41.96078,192.2,11.22144,1950,39.2,21.96078,0.035,0.645,,1.288006,-8.702264,-1.46E-15,31.60756,69.65164
2256.671,69.59357,32.39666,2.148171,14.1,29.45381,31.83493,0.8007249,38.08713,71.27717,47.45098,192.2,27.16769,1919,39.2,22.35294,0.055,0.645,,3.232719,-0.8702264,-1.46E-15,80.61217,69.86846
2257.664,70.21494,34.73168,2.02164,14.1,27.71893,31.86912,0.8017449,38.11485,71.27717,48.23529,192.2,26.28179,1918,39.2,22.35294,0.78,0.545,,3.042306,-1.30534,0.5553015,75.90352,70.13488
2258.673,70.21494,38.69968,1.814354,14.1,24.87682,31.88394,0.8021129,38.12542,71.27717,29.80392,192.2,23.32878,1904,39.2,12.15686,0.115,0.605,,2.730368,-2.755717,0.5553015,68.62177,70.45129
2259.673,70.21494,90.58103,0.7751617,14.2,10.62833,31.8959,0.8022514,38.1377,71.27717,20,192.2,10.04023,1905,39.2,14.11765,0.8,0.645,,1.166518,-9.282415,-1.46E-15,29.30246,70.32923
2260.672,70.21494,80.91869,0.8677223,14.1,11.89744,31.92761,0.8026079,38.16396,71.27717,24.70588,192.2,11.22144,1906,39.2,15.68627,0.155,0.625,,1.305809,-8.702264,-1.46E-15,32.7842,70.18784
2261.67,70.21494,45.24299,1.551952,14.1,21.27898,31.94051,0.8029025,38.17695,71.27717,36.07843,192.2,20.08047,1947,39.2,16.07843,0.035,0.625,,2.335486,-4.351132,-1.46E-15,57.40094,70.1964
2262.669,70.21494,45.63239,1.538708,14.2,21.0974,31.95638,0.8032405,38.192,71.27717,33.33333,192.2,19.48987,1907,39.2,18.03922,0.525,0.605,,2.315557,-4.641208,-1.46E-15,58.10485,70.18667
2263.671,70.21494,41.55284,1.689775,14.2,23.16869,31.97524,0.8037122,38.20671,71.27717,36.47059,192.2,21.85227,1905,39.2,17.2549,0.76,0.605,,2.542892,-3.480906,-1.46E-15,63.87642,70.42365
2264.671,70.21494,114.065,0.6155696,14.2,8.440143,32.00521,0.8041729,38.23095,71.27717,15.29412,192.2,7.973127,1900,39.2,12.94118,0.78,0.645,,0.9263524,-10.29768,-1.46E-15,23.33084,70.35985
2265.672,70.21494,134.1843,0.5232725,14.2,7.174647,32.02021,0.8042775,38.24533,71.27717,17.64706,192.2,6.791923,1903,39.2,13.33333,0.075,0.645,,0.7874572,-10.87783,-1.46E-15,19.8014,70.05925
2266.669,69.59357,109.0752,0.6380332,14.2,8.748144,32.03801,0.8044408,38.25902,71.27717,25.09804,192.2,8.268428,1911,39.2,16.07843,0.745,0.625,,0.9601572,-10.15264,-0.4948004,24.04304,69.85284
2267.669,69.59357,53.35648,1.304314,14.2,17.88359,32.0517,0.8047151,38.27274,71.27717,42.35294,192.2,16.83216,1946,39.2,22.35294,0.035,0.605,,1.962823,-5.946547,-0.4948004,48.26651,70.05817
2268.669,70.21494,33.11303,2.120463,14.2,29.0739,32.067,0.8051542,38.28496,71.27717,44.31372,192.2,26.87239,1909,39.2,19.21569,0.095,0.605,,3.191022,-1.015264,0.5810638,79.98922,70.28223
2269.67,70.21494,37.0083,1.897276,14.2,26.01376,32.08278,0.8055739,38.30288,71.27717,38.03922,190.4,24.50998,1908,39.2,19.21569,0.725,0.605,,2.855154,-2.175566,0.5810638,71.60755,70.53944
2270.671,70.83632,70.4289,1.005785,14.2,13.79043,32.12122,0.8063363,38.33058,71.27717,30.19608,190.4,12.99324,1927,39.2,16.47059,0.075,0.605,,1.513576,-7.832038,0.597006,37.58634,70.53867
2271.667,70.83632,43.23838,1.638274,14.2,22.46255,32.13653,0.80669,38.34288,71.27717,41.17647,190.4,20.96637,1928,39.2,19.21569,0.055,0.605,,2.46539,-3.916019,0.597006,61.19081,70.75042
2272.667,70.83632,38.83966,1.823814,14.2,25.00652,32.14986,0.807033,38.35489,71.27717,36.07843,190.4,23.32878,1924,39.2,13.72549,0.035,0.605,,2.744604,-2.755717,-1.46E-15,68.2625,70.95867
2273.668,70.83632,63.95678,1.107565,14.2,15.18595,32.1802,0.8075194,38.37982,71.27717,28.23529,190.4,14.17445,1925,39.2,15.29412,0.705,0.605,,1.666742,-7.251887,-1.46E-15,41.4329,70.83632
2274.667,70.83632,59.09836,1.198617,14.2,16.43437,32.19531,0.8077839,38.39458,71.27717,32.15686,190.4,15.35565,1926,39.2,16.86275,0.605,0.605,,1.803764,-6.671736,-1.46E-15,44.81578,70.73783
2275.671,70.83632,43.87885,1.614361,14.2,22.13469,32.21114,0.8081674,38.40859,71.27717,30.19608,190.4,20.67107,1931,39.2,14.5098,0.84,0.605,,2.429405,-4.061057,-1.46E-15,60.20398,70.67598
2276.666,70.83632,87.53046,0.8092762,14.2,11.09608,32.23071,0.8083733,38.42342,71.27717,19.21569,190.4,10.33554,1925,39.2,13.72549,0.78,0.625,,1.217856,-9.137378,-1.46E-15,30.2742,70.48576
2277.669,70.83632,41.74367,1.696936,14.1,23.26687,32.25977,0.8089448,38.44757,71.27717,33.72549,190.4,20.96637,1931,39.2,13.72549,0.25,0.605,,2.553668,-3.916019,-1.46E-15,63.2834,70.61694
2278.667,70.83632,80.62016,0.8786427,14.2,12.04717,32.27401,0.8091198,38.46202,71.27717,22.7451,190.4,11.22144,1923,39.2,14.5098,0.82,0.625,,1.322243,-8.702264,-1.46E-15,32.90332,70.69216
2279.666,70.83632,78.87977,0.898029,14.2,12.31297,32.29308,0.809369,38.47536,71.27717,23.52941,190.4,11.51674,1921,39.2,14.11765,0.115,0.605,,1.351417,-8.557226,-1.46E-15,33.66431,70.56463
2280.67,70.83632,83.2301,0.8510901,14.2,11.66939,32.308,0.8095394,38.49044,71.27717,18.82353,190.4,10.92614,1925,39.2,12.15686,0.015,0.665,,1.28078,-8.847302,-1.46E-15,31.83842,70.50782
2281.673,70.21494,145.0551,0.4840569,14.2,6.636959,32.32523,0.8096551,38.50343,71.27717,13.72549,190.4,6.201321,1895,39.2,12.15686,0,0,,0.728443,-11.16791,-0.5159606,18.39475,70.0399
2282.666,69.59357,83.15512,0.8369126,14.2,11.475,32.35761,0.8099856,38.53214,71.27717,29.41176,190.4,10.92614,1980,39.2,14.90196,0.88,0.055,,1.259445,-8.847302,-0.4827151,30.43839,69.63086
2283.673,69.59357,66.71214,1.043192,14.2,14.30332,32.37252,0.8101847,38.54407,71.27717,29.01961,190.4,12.99324,1931,39.2,15.68627,0.84,0.86,,1.569869,-7.832038,-0.4827151,38.90351,69.78377
2284.67,69.59357,56.78904,1.225475,14.2,16.80263,32.3867,0.8104704,38.55778,71.27717,38.82353,190.4,15.65095,1920,39.2,17.2549,0.745,0.86,,1.844182,-6.526698,-1.46E-15,45.96318,69.85942
2285.673,69.59357,45.18005,1.540361,14.1,21.12006,32.40219,0.8107829,38.57354,71.27717,45.4902,190.4,19.78517,1947,39.2,18.03922,0.055,0.84,,2.318043,-4.49617,-1.46E-15,56.97223,69.89476
2286.671,70.21494,42.41884,1.655277,14.1,22.69569,32.42421,0.8113022,38.58789,71.27717,47.45098,190.4,20.96637,1922,39.2,21.96078,0.055,0.8,,2.490978,-3.916019,0.4036298,62.0189,70.08661
2287.672,70.21494,34.56768,2.031231,14.2,27.85044,32.45528,0.8122272,38.61491,71.27717,76.86275,190.4,26.28179,1924,39.2,25.09804,0.215,0.76,,3.05674,-1.30534,-1.46E-15,76.0258,70.42442
2288.673,70.21494,34.24428,2.050414,14.2,28.11345,32.47022,0.8126459,38.62758,71.27717,84.31373,190.4,26.28179,1917,39.2,26.66667,0.095,0.745,,3.085607,-1.30534,-1.46E-15,77.02401,70.59892
2289.669,70.83632,34.28822,2.065908,14.2,28.3259,32.48637,0.8131337,38.64198,71.27717,90.19608,190.4,26.57709,1916,39.2,27.05882,0.095,0.745,,3.108924,-1.160302,0.5550886,77.64657,70.67052
2290.666,70.83632,35.92049,1.972031,14.2,27.03873,32.51566,0.8139698,38.6656,71.27717,63.13726,190.4,25.39589,1914,39.2,22.35294,0.665,0.725,,2.967651,-1.740453,-1.46E-15,74.19566,70.663
2291.665,70.21494,35.624,1.971001,14.2,27.02461,32.52993,0.8143772,38.67996,71.27717,67.45098,190.4,25.39589,1910,39.2,23.92157,0.075,0.725,,2.966101,-1.740453,-0.6231342,74.31221,70.46812
2292.67,69.59357,34.57854,2.012623,14.2,27.5953,32.54796,0.8148731,38.69362,71.27717,70.58823,190.4,25.98649,1899,39.2,24.31373,0.645,0.725,,3.028737,-1.450377,-1.111583,76.32103,69.89087
2293.671,69.59357,34.38807,2.023771,14.2,27.74815,32.56157,0.815307,38.70706,71.27717,80.39216,190.4,26.28179,1894,39.2,25.4902,0.78,0.705,,3.045513,-1.30534,-0.4884483,76.94637,69.32233
2294.67,68.97221,34.171,2.018443,14.2,27.67509,32.5775,0.8157551,38.71999,71.27717,77.64706,190.4,26.28179,1886,39.2,23.92157,0.095,0.705,,3.037495,-1.30534,-0.5478629,77.06931,68.69491
2295.667,68.97221,35.51301,1.942167,14.2,26.62927,32.59256,0.8161598,38.73537,71.27717,69.01961,190.4,25.39589,1864,39.2,24.31373,0.725,0.705,,2.92271,-1.740453,-0.5478629,75.03215,68.09048
2296.67,67.72946,34.68751,1.952561,14.2,26.77178,32.62653,0.8171521,38.76167,71.27717,77.25491,190.4,25.98649,1842,39.2,25.09804,0.115,0.705,,2.938351,-1.450377,-1.03265,76.33463,67.64642
2297.671,67.72946,34.89465,1.94097,14.2,26.61285,32.63948,0.8175225,38.77394,71.27717,76.86275,190.4,25.98649,1834,39.2,24.70588,0.745,0.705,,2.920908,-1.450377,-0.583925,76.21249,67.34085
2298.672,67.10809,34.72533,1.93254,14.2,26.49727,32.6526,0.8179364,38.78835,71.27717,79.21568,190.4,25.98649,1819,39.2,25.4902,0.605,0.705,,2.908222,-1.450377,-0.6472709,76.50723,67.04253
2299.667,67.10809,34.6183,1.938515,14.2,26.57919,32.68515,0.8188588,38.81501,71.27717,81.96078,190.4,26.28179,1825,39.2,25.4902,0.76,0.705,,2.917214,-1.30534,-1.55E-15,76.49147,67.11585
2300.67,67.10809,33.74614,1.988615,14.2,27.26612,32.69956,0.8192803,38.82796,71.27717,93.33334,190.4,26.87239,1816,39.2,29.41176,0.525,0.685,,2.992608,-1.015264,-1.55E-15,78.85724,67.05267
2301.669,67.10809,33.18407,2.022298,14.2,27.72796,32.71308,0.8196803,38.84512,71.27717,96.47059,195.8,27.46299,1815,39.2,31.37255,0.78,0.645,,3.043297,-0.7251887,-1.55E-15,80.23712,67.02969
2302.671,67.10809,32.84914,2.042918,14.2,28.01068,32.73474,0.820341,38.86028,71.27717,94.5098,195.8,27.75829,1817,39.2,30.98039,0.745,0.645,,3.074327,-0.580151,-1.55E-15,80.966,67.23
2303.669,67.10809,33.16581,2.023412,14.2,27.74323,32.74991,0.8208103,38.87329,71.27717,96.47059,195.8,27.46299,1814,39.2,30.98039,0.31,0.645,,3.044973,-0.7251887,-1.55E-15,80.32556,67.49802
2304.674,67.10809,32.52127,2.063514,14.2,28.29306,32.76402,0.8212323,38.88691,71.27717,100,195.8,28.05359,1834,39.2,45.88235,0.665,0.645,,3.10532,-0.4351132,-1.55E-15,81.02419,67.74809
2305.673,67.72946,31.79509,2.130186,14.2,29.20722,32.77936,0.8217276,38.90193,71.27717,100,195.8,28.6442,1831,39.2,45.88235,0.075,0.31,,3.205654,-0.1450377,0.5590349,83.77914,68.36854
2306.671,68.97221,22.35774,3.084937,14.2,42.29791,32.81297,0.8229754,38.93202,71.27717,95.29412,195.8,28.6442,2690,39.2,31.37255,0.745,0.665,,4.64243,-0.1450377,1.231115,82.58491,69.43716
2307.671,70.21494,25.64554,2.7379,14.2,37.53966,32.83117,0.8236856,38.94393,71.27717,85.88235,195.8,25.10059,2716,39.2,28.62745,0.705,0.665,,4.120185,-1.885491,2.207586,72.59298,70.39481
2308.662,70.83632,25.62482,2.764363,14.1,37.90249,32.84562,0.8242523,38.95934,71.27717,73.72549,195.8,25.10059,2743,39.2,27.05882,0.135,0.685,,4.160008,-1.885491,1.597116,72.57317,71.34338
2309.667,71.45769,28.25439,2.529082,14.1,34.67653,32.86691,0.8250021,38.9751,71.27717,57.64706,195.8,22.73818,2778,39.2,24.70588,0.075,0.685,,3.805941,-3.045793,1.045594,65.55978,71.53212
2310.67,71.45769,34.09806,2.095652,14.2,28.73372,32.88314,0.825479,38.98989,71.27717,43.13726,195.8,18.60396,2418,39.2,20,0.605,0.685,,3.153685,-5.076321,0.4249488,62.41222,71.65047
2311.677,70.83632,33.51432,2.113614,14.2,28.97999,32.89915,0.8259951,39.00287,71.27717,49.80392,195.8,21.55697,2270,39.2,20.78431,0.075,0.685,,3.180715,-3.625943,-0.5599902,67.05119,71.38787
2312.671,70.83632,35.14061,2.015796,14.2,27.63881,32.93616,0.8270608,39.03237,71.27717,66.66666,195.8,25.69119,1954,39.2,22.7451,0.035,0.685,,3.033512,-1.595415,-1.55E-15,74.28974,71.31522
2313.671,70.83632,35.20355,2.012192,14.2,27.58939,32.94957,0.827422,39.04363,71.27717,83.52941,195.8,25.39589,1933,39.2,23.52941,0.76,0.705,,3.028088,-1.740453,-1.55E-15,74.96255,71.40546
2314.672,71.45769,35.89816,1.990567,14.2,27.29288,32.96322,0.8278399,39.05871,71.27717,69.41177,195.8,25.39589,1945,39.2,23.92157,0.685,0.705,,2.995545,-1.740453,0.6623564,73.69939,71.64634
2315.669,71.45769,35.26661,2.026214,14.2,27.78164,32.98112,0.8283479,39.07271,71.27717,69.01961,195.8,25.69119,1946,39.2,24.31373,0.175,0.705,,3.049189,-1.595415,0.6623564,74.98064,71.82525
2316.671,72.07906,33.8703,2.12809,14.1,29.17848,33.01213,0.8292381,39.09691,71.27717,90.58823,195.8,26.87239,1952,39.2,28.62745,0.76,0.725,,3.2025,-1.015264,0.7479994,78.50855,72.2083
2317.67,72.07906,33.88765,2.127001,14.1,29.16354,33.02718,0.8296463,39.10915,71.27717,90.19608,195.8,26.87239,1956,39.2,27.84314,0.235,0.705,,3.200861,-1.015264,0.7479994,78.30789,72.55456
2318.67,72.70043,34.48889,2.107938,14.2,28.90217,33.04189,0.8300976,39.12772,71.27717,86.27451,195.8,26.57709,1968,39.2,26.66667,0.745,0.705,,3.172173,-1.160302,0.6256284,77.13286,72.71896
2319.671,72.70043,36.29498,2.003044,14.2,27.46396,33.06664,0.8307897,39.14318,71.27717,60.39216,195.8,25.10059,1979,39.2,23.13725,0.78,0.705,,3.014321,-1.885491,0.6256284,72.88722,72.86614
2320.67,72.70043,35.67355,2.037937,14.2,27.94238,33.08293,0.8312314,39.15788,71.27717,60,195.8,25.39589,1979,39.2,22.7451,0.725,0.705,,3.066831,-1.740453,-1.55E-15,74.15691,72.79549
2321.671,72.70043,38.8345,1.872058,14.2,25.668,33.1007,0.8316717,39.16908,71.27717,44.70588,195.8,23.32878,1974,39.2,18.82353,0.41,0.685,,2.817205,-2.755717,-1.55E-15,68.29343,72.4548
2322.671,72.07906,67.92826,1.061106,14.2,14.54894,33.13282,0.8322734,39.19535,71.27717,33.33333,195.8,12.99324,2050,39.2,17.64706,0.135,0.685,,1.596826,-7.832038,-0.5001275,37.27447,72.11416
2323.672,72.07906,37.16907,1.939221,14.1,26.58888,33.14654,0.8326454,39.20869,71.27717,45.4902,195.8,23.32878,2036,39.2,24.70588,0.45,0.685,,2.918277,-2.755717,-0.5001275,68.58929,71.89036
2324.671,72.07906,31.45263,2.29167,14.1,31.42134,33.16223,0.8331649,39.22203,71.27717,37.64706,195.8,27.75829,1958,39.2,16.86275,0.075,0.705,,3.448666,-0.580151,-1.55E-15,84.28419,71.65088
2325.672,71.45769,139.5351,0.5121125,14.1,7.021632,33.19699,0.8336294,39.24905,71.27717,31.76471,195.8,6.496622,1959,39.2,17.64706,0.76,0.705,,0.770663,-11.02287,-0.4689823,18.82512,71.18601
2326.67,70.83632,37.28122,1.900054,14.1,26.05185,33.21064,0.8340253,39.26343,71.27717,41.17647,195.8,23.91938,2010,39.2,21.96078,0.075,0.705,,2.859335,-2.465641,-1.125916,68.07327,70.95307
2327.668,70.83632,31.99084,2.214269,14.1,30.36008,33.22716,0.8345521,39.27502,71.27717,46.66667,195.8,27.16769,1946,39.2,22.35294,0.075,0.725,,3.332187,-0.8702264,-0.6569331,81.93967,71.10029
2328.67,71.45769,35.65835,2.003954,14.2,27.47643,33.24157,0.8349146,39.2897,71.27717,32.15686,195.8,25.39589,1930,39.2,11.76471,0.115,0.725,,3.015691,-1.740453,0.6273019,74.77168,71.14302
2329.666,70.83632,87.57581,0.8088571,14.2,11.09033,33.26112,0.8351459,39.30442,71.27717,36.47059,195.8,10.33554,1931,39.2,19.60784,0.82,0.725,,1.217225,-9.137378,0.16846,30.16451,70.9017
2330.665,70.83632,35.06001,2.02043,14.1,27.70235,33.29004,0.8359697,39.32827,71.27717,40.39216,195.8,25.39589,1928,39.2,19.60784,0.075,0.745,,3.040486,-1.740453,-1.46E-15,75.46465,71.16332
2331.667,70.83632,35.2682,2.008504,14.1,27.53882,33.30373,0.8363574,39.34195,71.27717,40.78431,195.8,25.69119,1931,39.2,21.17647,0.075,0.745,,3.022538,-1.595415,-1.46E-15,74.90265,71.21642
2332.667,71.45769,34.72404,2.057874,14.1,28.21573,33.32254,0.8369293,39.35703,71.27717,41.56863,195.8,26.28179,1926,39.2,19.21569,0.075,0.76,,3.096833,-1.30534,0.4806686,76.94301,71.44673
2333.666,70.83632,69.73484,1.015795,14.1,13.92768,33.35406,0.8374222,39.38193,71.27717,26.66667,195.8,12.99324,1935,39.2,14.90196,0.115,0.745,,1.52864,-7.832038,-0.5594013,37.80349,71.26239
2334.667,70.83632,69.73484,1.015795,14.1,13.92768,33.35406,0.8374222,39.38193,71.27717,26.66667,195.8,12.99324,1935,39.2,14.90196,0.115,0.745,,1.52864,-7.832038,-0.5594013,37.80349,71.17329
2335.665,70.83632,34.33319,2.063202,14.2,28.2888,33.39129,0.8383725,39.41376,71.27717,41.56863,190.4,26.28179,1939,39.2,20.39216,0.215,0.745,,3.104852,-1.30534,-1.46E-15,76.62504,71.28943
